ablation,seed,metric,agg,ref,new,delta,class
mlp_mean,7,f1,mean,0.84879896526238,0.8361852727482413,-0.012613692514138686,FLAG
mlp_mean,7,f1,std,0.06536045592463766,0.08200839658314517,0.016647940658507512,FLAG
mlp_deepset,42,auc,mean,0.9294736426767677,0.9162760416666667,-0.013197601010101034,FLAG
mlp_deepset,42,auc,std,0.04840337235131945,0.05615626491292237,0.007752892561602914,small
mlp_deepset,42,acc,mean,0.79375,0.8125,0.018750000000000044,FLAG
mlp_deepset,42,acc,std,0.08172935519138766,0.09437293044088436,0.012643575249496705,FLAG
mlp_deepset,42,balanced_acc,mean,0.7994318181818183,0.8063920454545455,0.00696022727272716,small
mlp_deepset,42,balanced_acc,std,0.0765402280390153,0.10282977985081859,0.026289551811803286,FLAG
mlp_deepset,42,sen,mean,0.6301136363636364,0.6752840909090909,0.04517045454545454,FLAG
mlp_deepset,42,sen,std,0.14207158850498777,0.20811031020553253,0.06603872170054476,FLAG
mlp_deepset,42,spe,mean,0.96875,0.9375,-0.03125,FLAG
mlp_deepset,42,spe,std,0.05412658773652741,0.06909634979907082,0.014969762062543412,FLAG
mlp_deepset,42,f1,mean,0.7441078085474637,0.7594178628389155,0.015310054291451825,FLAG
mlp_deepset,42,f1,std,0.10921566750340266,0.15375075337371413,0.04453508587031148,FLAG
mlp_deepset,1234,auc,mean,0.9514275568181818,0.9098327020202019,-0.04159485479797986,FLAG
mlp_deepset,1234,auc,std,0.02633201133456549,0.05265731275080393,0.026325301416238442,FLAG
mlp_deepset,1234,acc,mean,0.83125,0.8125,-0.018750000000000044,FLAG
mlp_deepset,1234,acc,std,0.054126587736527426,0.05153882032022075,-0.0025877674163066744,small
mlp_deepset,1234,balanced_acc,mean,0.8342171717171717,0.803125,-0.031092171717171713,FLAG
mlp_deepset,1234,balanced_acc,std,0.045057716447327964,0.06199889507646465,0.01694117862913669,FLAG
mlp_deepset,1234,sen,mean,0.7545454545454544,0.7375,-0.017045454545454364,FLAG
mlp_deepset,1234,sen,std,0.1434161142207591,0.1603964290837234,0.016980314862964307,FLAG
mlp_deepset,1234,spe,mean,0.9138888888888889,0.86875,-0.04513888888888884,FLAG
mlp_deepset,1234,spe,std,0.05506729889333059,0.05216660010645381,-0.002900698786876779,small
mlp_deepset,1234,f1,mean,0.8099781375965021,0.7836933797909407,-0.026284757805561387,FLAG
mlp_deepset,1234,f1,std,0.0712242378236269,0.09484574574683793,0.023621507923211035,FLAG
mlp_deepset,2024,auc,mean,0.9486000631313132,0.944520202020202,-0.004079861111111138,small
mlp_deepset,2024,auc,std,0.04386666888224272,0.02790406325699513,-0.01596260562524759,FLAG
mlp_deepset,2024,acc,mean,0.86875,0.725,-0.14375000000000004,FLAG
mlp_deepset,2024,acc,std,0.07153451963912247,0.17940875118009156,0.10787423154096909,FLAG
mlp_deepset,2024,balanced_acc,mean,0.8674873737373736,0.7358743686868686,-0.131613005050505,FLAG
mlp_deepset,2024,balanced_acc,std,0.06990786033478716,0.1749568160819789,0.10504895574719175,FLAG
mlp_deepset,2024,sen,mean,0.8238636363636364,0.5411931818181819,-0.2826704545454545,FLAG
mlp_deepset,2024,sen,std,0.12066341239542787,0.41619802975767867,0.2955346173622508,FLAG
mlp_deepset,2024,spe,mean,0.9111111111111111,0.9305555555555556,0.019444444444444486,FLAG
mlp_deepset,2024,spe,std,0.025153847605937273,0.07216878364870322,0.047014936042765944,FLAG
mlp_deepset,2024,f1,mean,0.8571403638902221,0.5547619047619047,-0.3023784591283174,FLAG
mlp_deepset,2024,f1,std,0.08021010132108036,0.3736426682505826,0.29343256692950226,FLAG
mlp_deepset,2026,auc,mean,0.9129750631313132,0.9250505050505051,0.012075441919191965,FLAG
mlp_deepset,2026,auc,std,0.06042044245016627,0.051509484858665175,-0.008910957591501095,small
mlp_deepset,2026,acc,mean,0.825,0.8625,0.03750000000000009,FLAG
mlp_deepset,2026,acc,std,0.08477912478906588,0.05448623679425842,-0.030292887994807456,FLAG
mlp_deepset,2026,balanced_acc,mean,0.8254734848484848,0.8594065656565657,0.033933080808080884,FLAG
mlp_deepset,2026,balanced_acc,std,0.0899482921765075,0.06563552863248244,-0.024312763544025062,FLAG
mlp_deepset,2026,sen,mean,0.7676136363636363,0.7903409090909091,0.022727272727272818,FLAG
mlp_deepset,2026,sen,std,0.10252966462492294,0.10113476760742701,-0.0013948970174959274,small
mlp_deepset,2026,spe,mean,0.8833333333333333,0.9284722222222221,0.04513888888888884,FLAG
mlp_deepset,2026,spe,std,0.08060343404748281,0.030955401511142584,-0.04964803253634023,FLAG
mlp_deepset,2026,f1,mean,0.806531425891182,0.8422074141165814,0.03567598822539941,FLAG
mlp_deepset,2026,f1,std,0.11368146620385004,0.08997398376023101,-0.023707482443619032,FLAG
mlp_deepset,7,auc,mean,0.9173484848484849,0.9438320707070706,0.02648358585858579,FLAG
mlp_deepset,7,auc,std,0.05974123600205438,0.03544148680613419,-0.024299749195920192,FLAG
mlp_deepset,7,acc,mean,0.8125,0.85625,0.043749999999999956,FLAG
mlp_deepset,7,acc,std,0.0649519052838329,0.051158454824202816,-0.01379345045963009,FLAG
mlp_deepset,7,balanced_acc,mean,0.8061237373737373,0.8608901515151516,0.054766414141414255,FLAG
mlp_deepset,7,balanced_acc,std,0.07502600792979082,0.04167990061873584,-0.03334610731105498,FLAG
mlp_deepset,7,sen,mean,0.7261363636363637,0.8426136363636363,0.1164772727272726,FLAG
mlp_deepset,7,sen,std,0.17159843451288453,0.14871501081649005,-0.022883423696394484,FLAG
mlp_deepset,7,spe,mean,0.8861111111111111,0.8791666666666667,-0.00694444444444442,small
mlp_deepset,7,spe,std,0.023733343736993134,0.07009418267191966,0.046360838934926527,FLAG
mlp_deepset,7,f1,mean,0.7785328706381338,0.8460479844111558,0.067515113773022,FLAG
mlp_deepset,7,f1,std,0.11232627936497253,0.06908537568432982,-0.043240903680642706,FLAG
